,product,title ,rating,body
445,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Sensors are not working, watch band giving rashes after long time wear...",1,"Your browser does not support HTML5 video.


   Fake sensors, don't buy it, I have requested for refund as well...."
446,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Review after 1 month use,1,The display is flickering and side button is lose due to which wallpapers getting changed accidentally.
447,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Go for it...,4,"Your browser does not support HTML5 video.


   Very good looking , nice display, close to accurate reading."
448,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Just go for it,5,One of the best smart watch available in market. The display is beautiful and big. Love the watch faces.
449,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",लाजवाब स्मार्ट वॉच ।,5,"मुझे घड़ी की क्वालिटी, बैट्री लाइफ व स्क्रीन क्वालिटी बहुत अच्छी लगी मैं जैसी स्मार्ट वॉच चाहता था मुझे मिल गयी।"
450,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good purchase,5,Packaging was good and experience as of 1st day use is as per expectations.
451,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Perfect Smart watch,4,It is perfectly amazing product for checking HRB SPO2 etc but battery backup is not good..All the function are running good except BP monitor.😊😊
452,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","A good buy, go for it",5,This is a nice buy. This watch comes with lots of features and accuracy is also good. Have not faced any issues since I started using it.
453,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good product,5,Good product
454,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Must buy.!!! Worth the money.!!!,4,Watch is stylish & having vibrant display.!!Touch & performance is gud.!!Activity & accuracy is gud.!!Overall Worth for money!!!
455,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good Product,4,"Good product,  temperature detector should be there"
456,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Just ok,3,"Your browser does not support HTML5 video.


   Just receive product to early to say"
457,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good looking and nice product,5,"This product give accurate pulse, oxigenin blood, heat rate. Good battery life..."
458,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Value for money,5,"Good for normal users, good features. Smooth connectivity with Da fit app."
459,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","the product is good, user friendly.",5,"all of the 3, sleep tracking, accuracy and touch screen are good. more colour varieties would be more appreciated. overall the purchase was good."
460,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",The Fire Bolt watch is excellent to keep track on your health vitals at any given time,5,The health check accuracy like checking blood pressure heart rate pulse rate is almost 100% sleep tracking is also 👌 touch screen is best to use
461,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Dial size suitable to your wrist!,5,Excellent product with Value for money. I felt the dial is little bigger for the wrist but it’s quality looks good so far. Worth buying.
462,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Very impressive under this price tag,5,Nice Function and display
463,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Value for money,5,Awesome device very sleek na
464,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent  selection,5,"I am a sports trainer.the Heart Rate,Steps counting, calories counting, SpO2,these are really helpful for me and the accuracy  is also too good."
465,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Please don't buy this device. Its a waste of money.,1,The watch stops functioning abruptly. It needs to connected to a  charger for it turn on  this happens inspite of the device been fully charged.
466,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good,4,Fair enough.
467,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",A nice watch.,4,This watch is the best in this range. It comes with all these functions.The strap colour is little dull though.
468,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Don't waste your time and money by buying this you will return on 1st day itself,1,"Your browser does not support HTML5 video.


   All three BP, hr, spo2 are fake, this watch was programmed to take random numbers"
469,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",I loved it! It's awesome!,4,I am loving it. So far the built quality is good and other things like accuracy and battery life is good but its too early to mention about it.
470,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Accuracy of health parameter is horrible,1,Worst accuracy of bp
471,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Killing It Fire 🔥🤘,4,Product is very sexy and it is as same as shown in the imageBlack colour is just AwesomKilling It 🔥❤️🔥Hope this is much !😜
472,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good product in budget,5,"Your browser does not support HTML5 video.


   The product is good very satisfied but the battery backup  is average  but all function  is good ."
473,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good look,5,Overall product is good
474,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Do not buy,1,Not works properly..touch is very cheap..
475,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",health tracker,3,"Budget watch with health tracking,, this what a mimimun requirement looking for in buget watch.. more functions can be added to make it better"
476,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best smart watch definitely go for it👍,5,Best smart watch I have ever came across. This was a gift for my wife on her birthday and she adored it. Thank you seller and amazon.
477,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Loved this watch fire-boltt,5,"Hi,I loved this watch specially big size chrome.black colour is really fantabulous.i am satisfied with this watch in this cost."
478,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Sensors too childish,1,"Sensors are not good ,even give heart rate when kept on bed .if you're buying it for your heaktht tracking ..highly recommended don't buy it !"
479,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good,5,Good
480,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good,3,"Your browser does not support HTML5 video.


   It's a good watch for the price."
481,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good to buy in this price range.,5,"Great product, looks very classy, worth money, display is great. Satisfied with the available features.Good to buy in this price range."
482,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Doesn't read temperature,1,Dont read temperature and exact BP HR SPO2
483,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good product at given price,4,Good product at the price offered. Only BP reading could have been more accuraTeOverall good package at price offered
484,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent,5,Value for money
485,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Coupon,5,Good product
486,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Nice product,5,"Your browser does not support HTML5 video.


   Nice product, build quality is good, instant responsive touch"
487,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Just simply super,5,I am really loving it.It is really good..
488,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Battery backup is very low but working of watch is good,4,Watch looking is smart and overall furamance is good but battery backup is very low
489,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good price,5,Good one at reasonable price
490,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Not bad,4,Not bad compare to other watches in this budget
491,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good,5,"Accuracy hd screen, battery life"
492,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Nice watch within this price range.,5,Nice watch with good features and good screen resolution.
493,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Fully satisfied,5,Amazing product. It gives multiple displays that can be downloaded from app. Truely happy.
494,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best watch,5,I received it today will give better judgement after two weeks overall by looking its good
495,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Nice battery backup,3,Working as expected.Battery  backup is good at low brightness level up to 5 days. Sp02 and BP measures accurately.
496,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Nice watch,5,Watch is so nice that can track spo2 levels and also steps and also calories and gives cool look when you wear classy look
497,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Superb,3,"Good product, already been a month since I started tracking my daily activities using foreboltt, I really like the product"
498,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best best n best product of the year 2021.,5,"Your browser does not support HTML5 video.


   Best product me for sleep tracking, touch screen n accuracy of BP and Heart ."
499,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Meets Expectations,5,I have compared it's readings with Polar Loop 2 and these match. I am fully satisfied and so far have not faced any issue.
500,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","oxygen, heart sensor",5,VERY NICE PRODUCT IN VERY CHEAP. PRICE
501,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",It’s really good getting this awesome gadget at a very affordable price.,5,Got this beautiful watch at a very affordable price the screen is too good and the watch as well go and buy this beautiful watch and enjoy.
502,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",BP monitor also not accurate.  Apart from above the product is best.,3,Battery back up is not as shown 8 days. And also BP monitor also not accurate.Apart from above the product is best.
503,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",It is a k....product,4,Music can not be changed that is one disadvatage and bp and Heart rate without wearing watch it showing bp and Heart rate
504,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Super  in this budget!!!!!,5,very attractive look if i compare to other smart watch in this price range !! and smooth touch !! Super quality
505,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Bad Battery Backup,1,Poor Battery Backup
506,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",All good now,5,All good at present
507,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best in range,4,This is best in class according to the price range ... Don't think just but it ... You are not gonna get better then this in 3999
508,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",The claimed BP measure option is not available. Why?,4,Your browser does not support HTML5 video.
509,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worth of money,1,Worth of money didn't buy pink clr watch it's totally ..worth of money nd didn't replace or refund ths item..service was very poor diskike
510,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good product from boltt,5,It's look like a Apple watch and display perfomance is outstanding thanku boltt and sp02 heart rate sensors are working fine
511,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Perfect,4,The screen quality is absolutely perfect.The facility of such variety of attractive watch faces is really commendable.
512,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",No doubt the product is good,4,The product is good but with me something mis happened very quickly that the side button is not working.otherwise every thing is okay
513,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Must Buy,5,Very useful watch.Satisfied with the product.Must buy replica of apple watch
514,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Nice,5,Nice excellent
515,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",The watch should be cleaned daily and kept in a good condition.,5,Nice product. Battery life is good enough. Touch screen quality is very smooth and one can easily glide the screen.
516,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",GOOD,4,"Your browser does not support HTML5 video.


   Watch is looking good accuracy is best battery life is also best screen quality is best"
517,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",BP IS NOT CORRECT,2,"BP is not showing correct values, lower value is showing always 80s and upper value is showing 150-160 for anyone."
518,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Perfect for sportsman and health savey people,5,Shape of watchWaterproofTouch screenAll options in single screen
519,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Poor Battery, avg Display",2,"Day 5 : Battery bacjuo is not good, full chagred and on 3rd day its showing low battery.Display is avgAnimation is avg."
520,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good...,4,"Your browser does not support HTML5 video.


   Nice product...good accuracy and screen quality...battery life is under observation..."
521,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Could have improved screen Quality,4,"Screen Quality is average, battery life is good, less accurate in measuring oxygen levels ,and blood pressure, overall satisfactory"
522,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",A good watch at this price point,3,For a budget watch at this price range it’s fine. BP is way out of acceptable limits. Else a good watch to start off with.
523,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",10 minutes charge for battery,5,"Your browser does not support HTML5 video.


   Smoothly working on touch screen and accuracy and battery is long period work"
524,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Go for it without any doubt.,3,"Touch response is so smooth, haven't tested it's accuracy yet and battery life is also good. Accuracy is an issue with this watch.."
525,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Very user friendly watch,4,Pairing watch is super simple.Watch interface is very user friendly.
526,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Average product but value for money!!,3,Average product but value for money.!!
527,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Disaster,1,After use of 2 months it's side mounted key is stop to working and now smart watch has been dead and not starting
528,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Paisa wasool,5,Touch is very smooth with big Screen..... Accuracy is good.... But it could bhi Better.. And Battery Backup is also Sufficient....
529,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Disappointed with the watch.,1,"After 2 months, my watch is not getting on. It's useless. not recommended. First time I got disappointed with the Amazon products."
530,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent watch!,5,Great no probs at all.
531,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Fabulous product!,4,Fabulous product!!!There are unlimited watch faces.. The watch looks great on the wrist.. Excellent watch at this rate!!!
532,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Awesome watch,5,My Father really liked this watch. He is wearing it daily. It helps him in keeping a track of his activities. Touch screen is good
533,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","no accuracy ,faulty product",1,Take it back & return money
534,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Awesome,4,Nice option if looking for a budget smart watch...looks amazing 👍
535,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",cool look,4,"As of now, we are studying its features. Working well"
536,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good quality and packaging,5,Very good quality productThe packaging was very goodThe battery is of 5-6 days with hd wallpaperBest smart watch
